author,text,published_at,likes
@Pottymus-x5o,Does absolutely nothing for me! Bring back the bear and the hare!,2025-11-06T20:41:28Z,1
@KirbyClips,This is up there for me with the Sainsbury's 1914 Christmas advert. Thank you for making something so touching for us Dads! 🥲,2025-11-06T20:30:22Z,7
@soggy73,"Wow, right in the ‘feels’!! 🥹
Easily the best one for me. Whoever came up with this 👏🏼👏🏼👏🏼",2025-11-06T20:19:28Z,0
@austinclan1308,I’m 52 I’m very lucky to have 5 sons from age 2 -17 brought a tear to my eye love my boys,2025-11-06T20:14:34Z,0
@SimGirl00,I don’t get it lol,2025-11-06T20:12:18Z,1
@neilskilduff7216,Wow this has to be one of the best advertisements I’ve seen the meaning is deep,2025-11-06T19:59:20Z,0
@Lee-73,Welcome back JL 👌🏻,2025-11-06T19:55:15Z,0
@Bobski-z4v,Such a wholesome message ❤,2025-11-06T18:43:40Z,0
@declanryan6540,Beautiful,2025-11-06T18:13:42Z,0
@CostelloPlays,"The song is called where love lives by alison limerick.
THANK ME WITH A THUMBS UP 👍",2025-11-06T18:09:03Z,1
@kimfarnan1345,What a great advert❤❤❤❤,2025-11-06T17:44:49Z,0
@grant3933,I can't be the only one to think this is a bit....underwhelming compared to previous efforts?,2025-11-06T17:40:22Z,1
@couldrey47,Superb.,2025-11-06T17:24:13Z,0
@lesmcqueen1693,Pingers and Alison Limerick 12 inch. Top present.,2025-11-06T17:20:16Z,0
@jackhazell9999,"This is one of the most emotional videos I've seen in a long time. My dad has always been a role model for me my whole life. And having just lost his father this year, this hits even harder.",2025-11-06T16:56:10Z,62
@thisandthat1265,Just the best in years,2025-11-06T16:50:34Z,0
@dandom71,"I'm not crying, you're crying...",2025-11-06T16:47:57Z,0
@leehawkeswood4739,Is there a twist in this...? Has the father passed???,2025-11-06T16:42:22Z,0
@chelseayoung4218,Other than it being about a dad & his son does anyone actually like this advert ?..,2025-11-06T16:37:04Z,1
@Philip-q6b,Delighted to see John Lewis learn from their past mistakes...,2025-11-06T16:27:11Z,1
@Matt8619,Daddy 😍,2025-11-06T15:51:08Z,0
@brigoose7945,Lovely British white family for once. Was lovely yet heart breaking,2025-11-06T15:47:56Z,3
@trismurray,"Thank you John Lewis, a traditional family in an advert at last. I applaud you and it’s restored my hope.",2025-11-06T15:46:34Z,1
@983reece,"Hits like a disco biscuit. Nostalgic, big up John Lewis..",2025-11-06T15:35:42Z,1
@Piglet88-i4d,"I’m not crying, you’re crying….bravo John Lewis!",2025-11-06T15:26:16Z,0
@WelshWing98,Am I the only one who doesn’t get it?,2025-11-06T15:24:37Z,1
@rebekahley7853,Heartbreaking,2025-11-06T15:23:14Z,0
@philheeley4094,"Love it, tear in my eye …
Well done John Lewis ❤️",2025-11-06T15:19:28Z,1
@jtban6341,My wife wasnt keen but i absolutely loved it !! 54 year old dad with 4 kids who at some stage did something similar with a 10 year old just turning into Kevin !! ...amazing ad !,2025-11-06T14:53:29Z,0
@danhorton771,Says the guardian through gritted teeth.,2025-11-06T14:46:25Z,3
@SanitySatireAndSong,"❤ In tears over here! My dad and I never had a great relationship when I was a kid. I remember buying him an album for his birthday (Dire Straits' 'Money for Nothing'), and seeing how happy he was with it has stuck with me, nearly 40 years later. Now, as a dad to 3 amazing young girls, this ad speaks to my past and my future. Well done, John Lewis. Beautifully done. ❤",2025-11-06T14:44:11Z,176
@RingoKojack,Can someone re edit this with Energy Flash by joey beltram,2025-11-06T14:20:40Z,0
@dwezzh2399,FINALLY!,2025-11-06T14:17:29Z,1
@Koalatronic,I don't get it. Have they fallen out or something? Why is the child so scared?,2025-11-06T13:58:18Z,0
@GingerBoy1974,amazing,2025-11-06T13:45:02Z,0
@jonnyross86,"Yep, they got me right in the feels.",2025-11-06T13:38:00Z,0
@elgin413,"Cheesy, sentimental pap",2025-11-06T13:34:18Z,0
@bellasophiemckendree,Yes Father! RESTORE THE HEARTS OF THE FATHERS TO THEIR CHILDREN Malachi 4:6,2025-11-06T13:23:21Z,0
@sambrown6971,"I love this, cos it’s so true, the dad always hands out all the presents and he will have his last. He’s being practical and clearing up and then see’s his present and then the nostalgia from this moment. I love it.",2025-11-06T13:23:10Z,0
@GreatFilmandTV3,"The mum is the character, Mel, from Family Affairs...Channel 5 soap opera",2025-11-06T13:14:04Z,0
@Lisa-Peter,"Absolutely beautiful. Well done, John Lewis ❤",2025-11-06T13:06:58Z,0
@Gamegodz76,That’s me shopping in John Lewis this year as a thank you.,2025-11-06T13:04:53Z,0
@CassHoskins,"I might not be a dad, but my son buys me vinyl almost every year for Christmas and I love it - it's show so much thought for his old GenX mum! This advert had me in tears!",2025-11-06T12:51:07Z,1
@EtherealSunset,Well done John Lewis for a wonderful Christmas advert that brought tears to my eyes.,2025-11-06T12:30:59Z,0
@KiNgLeOnIDaStHeGrEaT,"Dads finally recieving the appreciation we were all due. What an advert, nostalgia, the past and the future. Responsibility! As a father our duty is to protect, it's what gives us meaning!",2025-11-06T12:26:17Z,6
@tommills7033,Powerful emotional just brilliant!,2025-11-06T12:21:34Z,0
@taylormartyn,Well done John Lewis.,2025-11-06T12:09:00Z,0
@macchiatomachiato,at last a decent Christmas advert!!!,2025-11-06T12:04:12Z,1
@jasonhenderson1881,This wasn't sad at all,2025-11-06T11:28:59Z,0
@unclesnakehips6810,"Dad of a wee boy who's just turned 2 here, John Lewis adverts never really got to me before, but this one has me sobbing every time I try to watch",2025-11-06T11:25:40Z,0
@MichelleGreenwood-bt8qu,Absolutely love love this.  Brought a tears to my eyea,2025-11-06T11:24:18Z,0
@esthermarcen7587,"That is xmas, thinking about others, love and respect between generations, love the add.",2025-11-06T11:16:02Z,1
@jsteere9222,Love it love it love it the look of real family Christmas NOT HOLIDAY SEASON.,2025-11-06T11:03:42Z,1
@andrewgarley1400,"Oh man, got me, heavy tears x",2025-11-06T10:48:26Z,0
@davidmcclatchey2133,Absolutely brilliant advert. It hit so many areas and seasons in life.,2025-11-06T10:46:53Z,0
@BennBanes99,Here for the comments ❤❤❤,2025-11-06T10:43:23Z,0
@BennBanes99,"Cannot lie. The tears came down my face, my aging fatherly face. As a Gen Xer, had ky djing days in the bars and clubs for a few years. Music has always been important to me. Now i get to hear my lad learning and playing his guitar... Fills my heart right up. Music will unite us all ...",2025-11-06T10:43:14Z,1
@johnparker8270,"If it ain’t the sound factory mix then you have been bumped, just saying…",2025-11-06T10:41:38Z,0
@EmmaTH1998,"Excuse me while I pop off and find a tissue! Great ad, positive masculinity between a father and son 💙🎄🎅🏼🥂",2025-11-06T10:37:36Z,0
@justwilly6778,John Lewis hits a home run right from the start!  Definitely my contender for 2025 best xmas advert.,2025-11-06T10:30:25Z,1
@Othersider93,"An English home, yt family and two males bonding? I am beyond shocked.",2025-11-06T10:28:19Z,1
@michael5637,"As a new dad, it's great to see us represented!",2025-11-06T10:14:43Z,0
@shaunpcd,"Wow finally an ad about a father and son. It has been so long since we have seen a positive depiction of a loving father and his son, it brought a tear to my eyes. 
It's about time men are shown like this, in a positive way. We see it in ads all the time with mothers and daughter and somewhere along the way fathers and sons were pushed out in favour of the women.",2025-11-06T10:01:38Z,1
@doglifehub,Finally - a normal advert!,2025-11-06T09:56:05Z,1
@rbgsounds1,Great advert 🥹,2025-11-06T09:55:18Z,0
@SWORLD1991,Someone got a bit inspired by Aftersun here...,2025-11-06T09:44:52Z,0
@7quidstudio,It's wonderful,2025-11-06T09:43:18Z,0
@tingliasmr,That tune got me right away and then the transition looking at the Father/Son relationship just finished me off! Bravo John Lewis! Sending big love from a 54 year old Essex gal in Spain reliving that tune and loving the vibes! x,2025-11-06T09:40:48Z,1
@Deacan-t8u,Thanks john lewis.,2025-11-06T09:32:03Z,0
@SuperSledgePsycho,"As a father of two boys, one not far off his teenage years, this hit me in the chest a bit. What a cracking advertisement by JL. Thank you John Lewis.

Such a simple ad but will no doubt be one of my most memorable.",2025-11-06T09:27:43Z,1
@darylkane8,John Lewis take a bow brilliant 👌🏻👌🏻👌🏻,2025-11-06T09:27:30Z,0
@EddieHowgate,Welcome back John Lewis!,2025-11-06T09:18:06Z,0
@helenport1631,"Don't care what anyone says, I absolutely loved it..... Still a tear jerker. Well done once again John Lewis, brilliant.",2025-11-06T09:15:57Z,0
@billdoor1569,"John Lewis is getting my business this year, well done.",2025-11-06T09:15:30Z,0
@OneSwitch,Nice.,2025-11-06T09:13:38Z,0
@leemurray7079,The Businesses ❤,2025-11-06T09:09:23Z,0
@CosmicBrain21,Excellent job John Lewis! It’s nice to finally see a normal family represented and especially a father!,2025-11-06T09:05:33Z,0
@markconnell,He needs to go to mucky weekender 😄,2025-11-06T09:03:21Z,0
@alexmackenzie4913,Christmas and holding my baby son...2 amazing memories brought back to me...well made ad John Lewis...,2025-11-06T08:55:50Z,0
@sarahchapman7863,Amazing message in this advert that had me in floods of tears 😭 - all we need is love.,2025-11-06T08:51:35Z,0
@thereadyroom,John Lewis - We ain’t going broke…,2025-11-06T08:37:36Z,0
@liamfletcher3406,👏🏼 brilliant,2025-11-06T08:34:20Z,0
@tykotate9346,What a lovely advert. Very moving and tender. And it feels real - not like it's trying hard to be something else - just simple and real.,2025-11-06T08:19:45Z,0
@GDH1981,"Oh blimey, that got me!",2025-11-06T07:58:32Z,0
@Bill-uf6os,Guardian won't like it but what a great advert.,2025-11-06T07:49:50Z,48
@marknich1577,"Great ad, well done john lewis 👏 👍",2025-11-06T07:34:45Z,0
@dotexe55games31,The best Christmas ad In years..fin,2025-11-06T07:12:21Z,0
@djpj9174,"Thank you John Lewis. Real family, real music, real love. The perfect Christmas ad and not an once of wokery box ticking in sight. BRAVO, take a bow!",2025-11-06T06:53:00Z,0
@Blockafellas,Just so sad that the family in this advert can't afford to put any food on the table as the far-left have destroyed the economy as usual.,2025-11-06T06:24:34Z,1
@Sean-n2m,They Get If !!!,2025-11-06T06:15:39Z,0
@Jimmyfashion_london,Was expecting to see some nonsense but surprisingly moved by a great advert! Well done John Lewis.,2025-11-06T05:46:26Z,0
@GuyverFrancis-jh6lm,"finally, and advert representing the majority of british households",2025-11-06T05:21:23Z,0
@paulmuaddib3470,"Absolutely beautiful,  it made me cry 👏👏👏👏👏",2025-11-06T04:44:03Z,0
@tobyrouse9146,Terrific save for the excessively beige John Lewis showroom interior decoration….,2025-11-06T04:26:12Z,0
@TravelPROTrva,Brilliant,2025-11-06T03:43:11Z,0
@scottwaterman8837,What a wonderful and beautiful advert.,2025-11-06T01:57:32Z,0
@KeithApp,The one with the boxer dog on the trampoline was way better!,2025-11-06T01:54:41Z,1
@ryanOGab,"Surely this isn't this years official one, is it not John Lewis and partners",2025-11-06T01:00:09Z,0
@KJ-gc8oq,Disappointing. What has it got to do with Christmas? Dysfunctional families seek help.,2025-11-05T23:43:17Z,0
@vaughany3,That was great to watch 😢,2025-11-05T23:40:00Z,0
,"Great advert, what's the song?",2025-11-05T23:34:26Z,0
@anna145,Father's are everything ❤️,2025-11-05T23:17:13Z,0
@robertyoung76,All of us raver dad's would go back in a flash,2025-11-05T23:16:39Z,0
@nanunanu8745,Surprised to see this on The Grauniad ?? 😂,2025-11-05T23:03:43Z,0
@Mkdwellar,What a great advert! Well done our father Mr John Lewis,2025-11-05T22:50:50Z,0
@ACorn0894,Why did I think he was dancing with Michael Van Gerwen??,2025-11-05T22:46:10Z,0
@Mary.Quantum426,Credit to Saatchi & Saatchi and John Lewis for one of the best Christmas ads of all time.,2025-11-05T22:42:12Z,0
@jaynesouthworthhacking8848,"I watched it for the first time this afternoon and I cried... I've just shown it to my husband who's got a swinging brick for a heart and doesn't get emotional at TV adverts like I do and even he had a tear in his eye ! We were ravers/clubbers in the early '90's and this tune certainly resonated with us and we could put ourselves in the position of the father in the advert, especially as our son lives in Japan... think it's an amazing Christmas advert... love it !",2025-11-05T22:37:04Z,1
@Rob-q7e,"Lovely advert, had me and my misses in tears 😢 me and my daughter was at the bus 🚌 stop a few days ago.. going to hospital 🏥 for stuff going on with me and I keep strong for her and my dad walked straight pass me and her and didn’t even notice us and walked on… felt like a ghost.. his son and grand daughter… nothing😢 and my misses has never known her dad and her mum didn’t want to know and I lost my mum to cancer😢 so we are just a little family but keep tight and I/we wish every person a merry Christmas 🎄",2025-11-05T22:32:02Z,36
@Plotting_Escape,Made me cry! ❤,2025-11-05T22:20:34Z,0
@darrenfrancesca9948,If you’re moved by this then go check out the movie that inspired it - Aftersun. Proper film making with a message that stays with you. I wanna thank everyone involved in Charlotte Wells’ masterpiece 🙏,2025-11-05T22:14:08Z,0
@tomstorey8559,"I'm putting this out there, this is the worst Christmas ad by John Lewis for about a decade",2025-11-05T21:57:25Z,1
@melba10,This song may have been a hit in England but definitely not in some other European countries.,2025-11-05T21:50:28Z,0
@perrymetcalfe,🇬🇧❤🙏,2025-11-05T21:45:15Z,0
@Orwell8425,There back 🎉❤ 🎉,2025-11-05T21:44:29Z,0
@filous16,One of the best ads I’ve seen.,2025-11-05T21:43:02Z,4
@DarrenCook1898,"I would give anything to see my son again we haven't spoke in 8 years i', scared of being rejected what he might say i miss him.",2025-11-05T21:33:43Z,0
@seanspringett2914,"Well done John Lewis, none boxing ticking advert, perfect in every way",2025-11-05T21:25:35Z,0
@resellingriptide,Tosh.,2025-11-05T21:22:10Z,0
@michellehubbard3528,"Best advert yet, captured something deep and special 💚",2025-11-05T21:11:18Z,0
@matthewroberts3253,"‘Merry Christmas dad, there’s a couple of Mitsubishis in there too, and an 1/8th to take the edge off the comedown. Love you x’",2025-11-05T21:04:16Z,593
@PeopleAdverts,"The record made him long for his single life, sadly he left and never came back. Cautionary tale really",2025-11-05T20:52:02Z,0
@dylanhastoast,"made me shed a tear, john lewis always leads the start of christmas with these ❤",2025-11-05T20:32:44Z,0
@Ben7560,❤,2025-11-05T20:32:14Z,0
@Leehuss5582,47yro Man with a 18yr 7yr Princesses and can understand the Dads feelings about reminiscing about our time then and now their time now,2025-11-05T20:20:56Z,0
@deportallanglosaxons,"Income tax is a devolved issue in Scotland,  she can't put up Scottish taxes. GIRFUY England🎉🎉😂😂😂",2025-11-05T20:19:17Z,0
@BillyLenz8899,Reminds me of Harry Chapin Cats In The Cradle 😢😢😢.,2025-11-05T20:17:08Z,0
@Om3ga_Man,"I am 45 so just missed that era of early 90's clubbing, but having 9 year old twin boys, this hit me right in the feels. Well done JL.",2025-11-05T20:10:44Z,0
@Faraday11,"Sooo beautiful, big up dads!",2025-11-05T20:07:14Z,0
@Nezzer57,"Flipping brilliant.
Best ad they've done.
Well done JLP 👍👏👏",2025-11-05T20:04:08Z,0
@beyondthevanishing,"Brilliant, will definitely shop there this year for Christmas. Great ad.",2025-11-05T20:03:28Z,0
@kellystephens5185,"Reminds me of the 2010 one which was also beautiful and about family, more meaningful ♥️",2025-11-05T20:00:37Z,1
@fatherdeath_4206,Amazing to finally see Dads represented in a positive light in the media!! Well done John Lewis!,2025-11-05T19:52:46Z,382
@paul3962,"Do John Lewis sell 12""vinyls?",2025-11-05T19:42:11Z,0
@GosiaKonieczna-y9e,It's not just Fathers and Sons.... It's a full family Ladies and Gentlemen!!! ( and please don't give me : they may be a patchwork one 🙄🤪)!,2025-11-05T19:39:08Z,0
@sandracheetham4205,What a load of rubbish better to give the money to charity,2025-11-05T19:27:59Z,1
@Lukey-jy4ez,Nice ❤,2025-11-05T19:25:57Z,0
@Simon-e23,That doesn't look like any club I was going to in '91/'92. Wonder if the son was an E baby.,2025-11-05T19:21:40Z,0
@BertieRude,As a father of a son who raved hard in the 90s this hit hard. Tears streaming,2025-11-05T19:08:33Z,6
@Dannymorgan357,Love it 👌🏼 spot on John Lewis. You Nailed it!,2025-11-05T19:08:12Z,0
@raygeary1698,Great advert,2025-11-05T19:06:36Z,0
@tomralston6166,Absolutely brilliant,2025-11-05T19:03:54Z,0
@T8N4,More of this please 🙏 😢 ❤,2025-11-05T19:03:23Z,2
@Treclomer,Aftersun,2025-11-05T18:58:37Z,0
@Le4befar,"Before blair and the Internet destroyed the fabric of society. 

John Lewis mourning the 90s.

Still time.......",2025-11-05T18:51:23Z,1
@charlotte_talks,Anyone who loved this needs to watch the film Aftersun that this has been inspired by,2025-11-05T18:38:48Z,0
@tomclarke8801,This is beautiful made me cry an pick up little boy an tell him I love him,2025-11-05T18:38:05Z,0
@enricopolsinelli4929,This is a Gen x Advert for Christmas.,2025-11-05T18:27:10Z,0
@andykelly9108,Absolutely brilliant.  ✊️✊️,2025-11-05T18:23:44Z,0
@carolinereeve7927,"Really beautiful ❤ it put tears in my eyes, really triggered memories of my son when he was little & also my own dad who I have lost 💔",2025-11-05T18:22:42Z,2
@JasperWitt42,I cried,2025-11-05T18:21:39Z,0
@jessicastark4811,Love this,2025-11-05T18:10:07Z,0
@lugsi1,Oh wow. What a beautiful advert this year,2025-11-05T18:09:57Z,0
@Cxrxlyn.x,"Best John Lewis Christmas ad in a long, long time 🎁",2025-11-05T18:04:55Z,22
@ReviewsWithAlex1,The world needed this advert,2025-11-05T18:01:54Z,46
@JamieTonnes-k4b,Best John Lewis Advert 🎉,2025-11-05T17:56:50Z,0
@taranwiseman5409,"It isn't easy being a working class, middle aged dad in 2025. I think every one of us 40 and over can deeply appreciate this wonderful ad.",2025-11-05T17:56:26Z,0
@kevanblue,As a dad this is beautiful ❤,2025-11-05T17:43:19Z,0
@kittyroo-x4p,Thats beautiful. Made me cry. ,2025-11-05T17:37:11Z,0
@deanedgy4205,🥲 right in the feels!,2025-11-05T17:35:12Z,0
@Simonjblake,At first I thought cringe.   Then it worked…..,2025-11-05T17:31:52Z,0
@jimloogmusic9964,Wow what a powerful video,2025-11-05T17:17:07Z,0
@JonVoid37,BBC would never show this. 🤤,2025-11-05T17:16:54Z,1
@leegrainger4520,Deep! Hard to watch and not reflect on yourself!!,2025-11-05T17:16:24Z,0
@mattrusse,Am i missing something???,2025-11-05T17:06:47Z,1
@VR-mq3jt,The Guardian journalists will be foaming at the mouth that this masterpiece doesn't feature nauseating WOKERY hahahaha! 🤣🤣🤣,2025-11-05T17:03:34Z,14
@treasurecompanion,Oh wow what a beautiful and  poignant advert with genuine love and nostalgia. Something we are all craving now for times like the 80’s and 90’s. Respect John Lewis . I will be purchasing from you . Thank you 🎉,2025-11-05T16:57:24Z,1
@casualbreakin,Does he not own a phone/tele/computer?   Is this care in the community for an old raver?   It sucks as nostalgia,2025-11-05T16:55:22Z,0
@davidsmerdon5,Ticks one box that really matters and thankfully avoids all the ones that don’t. Wonderful.,2025-11-05T16:39:38Z,34
@Mollexi,Amazing advert! Definitely the best one in a while 👏,2025-11-05T16:34:16Z,0
@dannymitchellmma,Not cried for years. Well done John Lewis 😂,2025-11-05T16:24:53Z,0
@RicSterling,😢lovely,2025-11-05T16:23:52Z,0
@ashleyking193,Thank you John Lewis this hit hard.,2025-11-05T16:20:41Z,0
@skunner0955,As a father to young children this really made me smile,2025-11-05T16:19:12Z,0
@lwisedale,"As a 52 year old Dad with an 11 year old son, this properly got me. Well done John Lewis! You nailed it for me this year 💙💙",2025-11-05T16:12:12Z,482
@Leemellor2706,Perfect beautiful it’s everything ❤,2025-11-05T16:09:59Z,0
@bigpauliep6992,"It's November - this is the advert to boost presales; the real Christmas ad will drop in a fortnight's time and the dad in that club scenario will be leading one of those lads into a toilet cubicle for some Ukrainian style Starmer action, and it'll turn out that the son was adopted by the guy bent over the bowl who became his ""life partner."" 

See you all back here in a few weeks for the response to that one!",2025-11-05T16:08:22Z,1
@Magicspark2366,"Allebloodylluyah  lets get the wokery gone!  we have had enough BS ! Just beautiful...could this be a turning point , where folks remember what life is REALLY all about!",2025-11-05T16:07:37Z,1
@robertstaveley9418,Fabulous ❤,2025-11-05T15:59:02Z,0
@binyard1972,Fantastic refreshing christmas advert propper nostalgia,2025-11-05T15:56:34Z,11
@knight9806,"At Starmers house they're watching Adolescents for Christmas, followed by Rwandan Doctor Who.",2025-11-05T15:46:56Z,0
@ProjectEdan,Someone watched Aftersun!,2025-11-05T15:44:53Z,0
@marklynch2183,I actually started balling crying,2025-11-05T15:43:22Z,0
@lozza747,Love it 🥰,2025-11-05T15:43:03Z,0
@seanedwardfitz,"Who seen the meme where instead of getting an LP, he gets a bag of pills then it cuts to the dad at a rave? 😂",2025-11-05T15:32:43Z,0
@giveusanesirbobholness7199,Its beginning to look a lot like diwali. 😮 oopps sorry folks i meant christmas.,2025-11-05T15:20:43Z,0
@HerbHerb-g3q,I’m not crying you are 😭 it’s about time hard working fathers got some recognition,2025-11-05T15:19:24Z,16
@wezcrane5315,What an advert..  with fathers recognition for once and no hidden agendas. Well done John Lewis,2025-11-05T15:17:39Z,0
@laurahughes6915,Mum & daughter clearing up the table in the background - a bit stereotypical.,2025-11-05T15:04:00Z,0
@jimbob7-j7g,JL wins X-mas Ad 2025.,2025-11-05T15:03:37Z,0
@vimtorules,So we have the father and son finding it difficult to communicate in words. I get the message i just dont get Christmas.,2025-11-05T15:01:09Z,0
@rpd777,"1992 was great year on the flyers too!.  Well done JL,  am crying here... (52yo dad of 4) .....Expecting at least four old school bangers on vinyl for xmas now :)",2025-11-05T14:50:18Z,0
@mikejay8888,"Wow, a native family portrayed in an advert, who'd a thunk it, maybe pushing all the divisive nonsense isn't working after all, maybe the country is still 85% native and would like to see that represented on TV, well done John Lewis.",2025-11-05T14:47:03Z,0
@naysayer1343,We gonna pretend this isn’t just a complete rip off of Aftersun,2025-11-05T14:38:42Z,0
@timbothegreat7767,Didn't think white families existed lol,2025-11-05T14:24:18Z,0
@roberthogg3740,Just brilliant music really does help make the best memories 👊🏻👊🏻,2025-11-05T14:21:06Z,0
@truered4567,"Yet again John Lewis smashed the Christmas ads . Thanks, took me back. Great to see a father and his love for his son .",2025-11-05T14:18:42Z,0
@lisahall1122,So sad this was my partners funeral song. The father son relationship my son doesn’t have so sad but so many amazing memories. I’ve never been so upset at an advert,2025-11-05T14:16:06Z,0
@Jenson308,Makes no sense the worst advert I've ever seen,2025-11-05T14:15:59Z,1
@jacklowe1,Simple but exactly What’s was needed. 👍🏻,2025-11-05T14:00:46Z,0
@nicolarae1306,"Have have early 90s raver parents....just hitting their 60s. The first few bars of Alison Limerick, where love lives, made me burst into tears. 😢",2025-11-05T14:00:03Z,26
@hello_kittycaysey1208,Huh? How is this making you cry ? I felt nothing but confusion,2025-11-05T13:53:47Z,2
@truthfactreality6814,Never felt appreciated as a father and man.  Thanks for this advert,2025-11-05T13:51:16Z,1
@marshagarrick2357,Love it,2025-11-05T13:33:41Z,0
